95230    // Forma	Frecuencia	Frec. norm.
fuente	29567	64.21
gusto	29551	64.18
hotel	29544	64.16
funciones	29519	64.11
logró	29515	64.1
Policía	29507	64.08
2008	29479	64.02
incluye	29474	64.01
tantos	29470	64.0
quieren	29404	63.86
situaciones	29397	63.84
simple	29391	63.83
hermana	29391	63.83
escritor	29387	63.82
búsqueda	29357	63.76
2006	29353	63.75
velocidad	29333	63.7
voluntad	29321	63.68
administración	29251	63.53
escuchar	29225	63.47
pese	29188	63.39
Buenos	29187	63.39
solamente	29185	63.38
dando	29044	63.08
revista	29018	63.02
Partido	29001	62.98
exposición	28989	62.96
Francisco	28978	62.93
juicio	28954	62.88
autores	28945	62.86
presión	28869	62.7
aquello	28862	62.68
exterior	28808	62.56
referencia	28807	62.56
señora	28800	62.55
jornada	28799	62.54
recibió	28790	62.52
alcanzar	28738	62.41
similar	28675	62.27
frío	28673	62.27
materiales	28671	62.27
venta	28662	62.25
mil	28655	62.23
madera	28632	62.18
sonrisa	28630	62.18
sale	28619	62.15
recuerda	28606	62.12
convertido	28588	62.09
23	28582	62.07
promedio	28570	62.05
escrito	28558	62.02
feliz	28557	62.02
ambas	28537	61.97
Hace	28537	61.97
2003	28513	61.92
leche	28511	61.92
2005	28463	61.81
llegada	28456	61.8
debajo	28445	61.78
buenos	28434	61.75
diferencias	28415	61.71
2010	28406	61.69
Unión	28398	61.67
tarea	28379	61.63
periodo	28365	61.6
anteriores	28363	61.6
conmigo	28361	61.59
desarrollar	28337	61.54
victoria	28328	61.52
laboral	28280	61.42
vi	28223	61.29
pensamiento	28180	61.2
completo	28162	61.16
intención	28143	61.12
habitantes	28122	61.07
tono	28089	61.0
plaza	28061	60.94
pudiera	28046	60.91
tomó	28033	60.88
iniciativa	28018	60.85
jueves	28015	60.84
segundos	28004	60.82
fines	27988	60.78
tratar	27982	60.77
ritmo	27977	60.76
estará	27942	60.68
lectura	27939	60.68
décadas	27937	60.67
actitud	27930	60.66
pobreza	27925	60.65
secretario	27921	60.64
2007	27859	60.5
2004	27852	60.49
colores	27791	60.35
París	27762	60.29
pocas	27737	60.24
alma	27705	60.17
Tú	27699	60.15
representa	27674	60.1
régimen	27643	60.03
cuadro	27642	60.03
Sobre	27641	60.03
detalles	27627	60.0
principalmente	27610	59.96
ganas	27576	59.89
fui	27533	59.79
veinte	27510	59.74
establecer	27500	59.72
60	27488	59.7
opción	27484	59.69
instante	27443	59.6
prácticas	27435	59.58
iban	27434	59.58
debate	27422	59.55
anunció	27419	59.55
encontró	27369	59.44
presentó	27368	59.44
planeta	27354	59.41
2001	27342	59.38
clientes	27328	59.35
2002	27313	59.32
Estas	27312	59.31
China	27299	59.29
investigadores	27209	59.09
puertas	27208	59.09
siente	27190	59.05
conflicto	27190	59.05
simplemente	27174	59.01
siguen	27150	58.96
propósito	27145	58.95
sexual	27137	58.93
operación	27112	58.88
ventana	27094	58.84
intervención	27077	58.8
propias	27058	58.76
agregó	27057	58.76
culturales	27021	58.68
pérdida	27011	58.66
pantalla	27006	58.65
caer	26979	58.59
inmediato	26979	58.59
asegura	26973	58.58
organismo	26943	58.51
peligro	26890	58.4
requiere	26883	58.38
banda	26877	58.37
movimientos	26842	58.29
trabajando	26837	58.28
muertos	26797	58.2
comercial	26792	58.18
consecuencias	26771	58.14
dieron	26763	58.12
jugador	26738	58.07
Tal	26736	58.06
piensa	26729	58.05
buenas	26704	57.99
posibles	26696	57.98
conoce	26688	57.96
fenómeno	26664	57.91
Constitución	26660	57.9
Otro	26659	57.9
departamento	26655	57.89
oro	26655	57.89
sexo	26649	57.87
Asimismo	26648	57.87
vecinos	26641	57.86
calor	26627	57.83
líneas	26618	57.81
martes	26615	57.8
entrega	26606	57.78
superficie	26590	57.75
piernas	26574	57.71
cuál	26566	57.69
electoral	26558	57.68
nota	26542	57.64
Nada	26529	57.61
Pablo	26524	57.6
respondió	26454	57.45
sacar	26444	57.43
recordar	26438	57.42
entrevista	26435	57.41
argentino	26434	57.41
Presidente	26433	57.41
francés	26426	57.39
expertos	26416	57.37
supone	26414	57.36
planta	26409	57.35
baño	26408	57.35
miércoles	26393	57.32
abrir	26361	57.25
páginas	26340	57.2
evento	26339	57.2
reconocimiento	26336	57.19
Dos	26311	57.14
mantiene	26275	57.06
historias	26265	57.04
pueblos	26258	57.03
importa	26258	57.03
virus	26199	56.9
tuvieron	26170	56.83
verde	26169	56.83
actualidad	26166	56.83
conversación	26163	56.82
curso	26150	56.79
espalda	26144	56.78
comportamiento	26124	56.73
fotos	26123	56.73
generar	26060	56.6
distribución	26028	56.53
afirma	25981	56.42
global	25956	56.37
terminar	25952	56.36
treinta	25927	56.31
quizás	25926	56.3
isla	25922	56.3
armas	25921	56.29
terreno	25914	56.28
brazo	25914	56.28
frecuencia	25910	56.27
técnicas	25885	56.21
construir	25870	56.18
oferta	25847	56.13
evolución	25841	56.12
mirar	25824	56.08
quedado	25804	56.04
tendencia	25802	56.03
Real	25788	56.0
planes	25781	55.99
seres	25780	55.99
actualmente	25764	55.95
juez	25750	55.92
realizó	25737	55.89
unidad	25735	55.89
Estoy	25729	55.88
noticia	25716	55.85
crítica	25711	55.84
grave	25656	55.72
cámara	25650	55.7
oposición	25629	55.66
pequeñas	25535	55.45
fase	25532	55.45
beneficios	25523	55.43
presentación	25487	55.35
categoría	25467	55.31
David	25467	55.31
abrió	25464	55.3
Banco	25415	55.19
dormir	25414	55.19
comprar	25409	55.18
hermanos	25349	55.05
empezar	25337	55.02
aun	25329	55.01
ocurrió	25324	55.0
veo	25289	54.92
Ha	25273	54.89
incremento	25264	54.87
objetos	25246	54.83
chica	25241	54.82
propiedad	25233	54.8
radio	25233	54.8
ayudar	25221	54.77
militares	25220	54.77
provincia	25216	54.76
diálogo	25187	54.7
pensando	25153	54.63
ausencia	25150	54.62
Tierra	25145	54.61
utilizar	25108	54.53
reducir	25044	54.39
Ana	25042	54.38
interesante	25041	54.38
Alemania	25035	54.37
vivo	25021	54.34
nombres	25010	54.31
propuestas	24978	54.25
buscando	24968	54.22
2009	24956	54.2
aguas	24944	54.17
Gran	24936	54.15
cerebro	24926	54.13
quieres	24921	54.12
cualquiera	24916	54.11
colegio	24887	54.05
Allí	24886	54.05
tales	24864	54.0
modelos	24846	53.96
Estaba	24814	53.89
miró	24811	53.88
premio	24800	53.86
abierto	24765	53.78
terminó	24764	53.78
seguía	24761	53.77
PP	24716	53.68
reciente	24699	53.64
Ciudad	24691	53.62
pago	24691	53.62
sabemos	24674	53.58
viento	24671	53.58
tradicional	24666	53.57
disco	24661	53.56
suma	24660	53.55
ustedes	24597	53.42
ataque	24568	53.35
tendría	24544	53.3
indica	24538	53.29
Algunos	24536	53.29
teoría	24534	53.28
saben	24521	53.25
página	24495	53.2
Tiene	24489	53.18
acaba	24488	53.18
triunfo	24455	53.11
podían	24442	53.08
usar	24405	53.0
leyes	24383	52.95
esperanza	24358	52.9
totalmente	24354	52.89
haga	24337	52.85
labor	24331	52.84
oficina	24319	52.81
alguno	24312	52.8
tantas	24289	52.75
llegaron	24285	52.74
ven	24283	52.74
mínimo	24255	52.67
quiso	24243	52.65
culpa	24228	52.62
perspectiva	24180	52.51
agentes	24173	52.5
sonido	24161	52.47
pasando	24144	52.43
pareció	24135	52.41
documento	24068	52.27
participar	24046	52.22
niñas	24039	52.21
Julio	24012	52.15
noches	24010	52.14
contó	23978	52.07
debemos	23964	52.04
parecer	23944	52.0
manejo	23940	51.99
cuello	23929	51.97
cadena	23876	51.85
término	23861	51.82
dedos	23841	51.78
animal	23829	51.75
torneo	23820	51.73
histórico	23817	51.72
logrado	23808	51.7
mirando	23760	51.6
Puerto	23719	51.51
error	23699	51.47
comentó	23691	51.45
trataba	23690	51.45
suele	23689	51.45
Copa	23663	51.39
piezas	23642	51.34
pobre	23625	51.31
frase	23619	51.29
juegos	23606	51.27
tasa	23603	51.26
2011	23591	51.23
cuentas	23582	51.21
Claro	23577	51.2
funcionarios	23563	51.17
sede	23543	51.13
candidato	23538	51.12
fondos	23509	51.05
civil	23507	51.05
normas	23491	51.02
realiza	23488	51.01
espíritu	23482	51.0
células	23465	50.96
serio	23459	50.95
abierta	23456	50.94
hacerse	23452	50.93
carga	23437	50.9
26	23431	50.89
27	23428	50.88
mexicano	23427	50.88
experiencias	23378	50.77
negocios	23368	50.75
azul	23347	50.7
28	23339	50.69
misión	23324	50.65
implica	23319	50.64
Otra	23319	50.64
Quién	23309	50.62
transporte	23298	50.6
pensó	23264	50.52
físico	23256	50.5
musical	23232	50.45
encontraba	23226	50.44
actor	23219	50.42
Tenía	23208	50.4
cita	23205	50.39
hogar	23189	50.36
tradición	23157	50.29
económicos	23137	50.25
belleza	23126	50.22
web	23126	50.22
llamar	23123	50.22
dicha	23108	50.18
entidad	23084	50.13
caída	23076	50.11
oportunidades	23076	50.11
2012	23061	50.08
Latina	23028	50.01
B	23021	49.99
tanta	23020	49.99
contrato	23005	49.96
llamó	22965	49.87
cien	22930	49.8
estudiar	22905	49.74
presentan	22900	49.73
evidente	22885	49.7
Tengo	22882	49.69
comienza	22840	49.6
labios	22825	49.57
científico	22822	49.56
sorpresa	22798	49.51
bienes	22767	49.44
aprender	22722	49.35
Central	22716	49.33
cuerpos	22711	49.32
presentar	22703	49.3
circunstancias	22700	49.3
canción	22681	49.26
original	22676	49.25
representación	22650	49.19
foto	22639	49.16
mercados	22618	49.12
ganó	22609	49.1
llevado	22588	49.05
He	22574	49.02
morir	22552	48.98
convirtió	22551	48.97
digital	22534	48.94
querido	22495	48.85
piedra	22470	48.8
Del	22467	48.79
vieja	22458	48.77
comercio	22445	48.74
árboles	22441	48.73
pasada	22439	48.73
regiones	22438	48.73
vaya	22431	48.71
creer	22389	48.62
Asociación	22355	48.55
pecho	22340	48.52
altos	22335	48.5
dudas	22330	48.49
reducción	22289	48.4
espectáculo	22286	48.4
Italia	22276	48.38
Liga	22266	48.35
móvil	22261	48.34
pensaba	22247	48.31
llena	22240	48.3
constante	22196	48.2
Casa	22194	48.2
elección	22177	48.16
clara	22173	48.15
costo	22165	48.14
prácticamente	22161	48.13
pobres	22151	48.11
abre	22146	48.09
funcionamiento	22133	48.07
80	22127	48.05
Nadie	22127	48.05
Social	22117	48.03
completamente	22114	48.02
tuve	22113	48.02
periodista	22091	47.97
investigaciones	22088	47.97
influencia	22081	47.95
encontrado	22074	47.94
ingreso	22071	47.93
poeta	22071	47.93
gobiernos	22056	47.9
aceite	22025	47.83
maestro	22025	47.83
refiere	22017	47.81
vuelto	22004	47.79
esperaba	22004	47.79
quedan	21995	47.77
privado	21963	47.7
EN	21944	47.66
compra	21934	47.63
porcentaje	21931	47.63
rojo	21913	47.59
unidades	21905	47.57
quedaba	21880	47.52
P	21880	47.52
esfuerzos	21865	47.48
noticias	21858	47.47
venir	21850	47.45
daño	21830	47.41
Ecuador	21775	47.29
blanca	21686	47.1
queremos	21685	47.09
gasto	21673	47.07
tengan	21659	47.04
abuela	21609	46.93
Justicia	21607	46.92
deuda	21592	46.89
podrán	21579	46.86
dificultades	21577	46.86
esperando	21565	46.83
venía	21551	46.8
recibido	21537	46.77
sirve	21532	46.76
of	21522	46.74
permiten	21522	46.74
presupuesto	21520	46.73
indígenas	21519	46.73
moda	21519	46.73
lleno	21512	46.72
reconocer	21507	46.71
evaluación	21507	46.71
empieza	21491	46.67
firma	21489	46.67
adultos	21469	46.62
corto	21427	46.53
200	21420	46.52
estrategias	21396	46.47
recorrido	21362	46.39
gol	21355	46.38
actuación	21347	46.36
próxima	21343	46.35
cuento	21339	46.34
escala	21271	46.19
Desarrollo	21241	46.13
representantes	21238	46.12
verdadero	21238	46.12
llevan	21236	46.12
próximos	21226	46.1
permanente	21206	46.05
olor	21193	46.02
canciones	21188	46.01
autoridad	21183	46.0
temperatura	21180	46.0
cifra	21171	45.98
viven	21160	45.95
Solo	21123	45.87
parecen	21118	45.86
método	21076	45.77
convertirse	21071	45.76
hojas	21069	45.75
directa	21060	45.74
causas	21042	45.7
añadió	21040	45.69
murió	21034	45.68
sintió	21020	45.65
presentes	21019	45.65
suyo	21005	45.62
hablaba	20994	45.59
disposición	20980	45.56
lluvia	20970	45.54
tío	20949	45.49
evidencia	20946	45.49
venido	20926	45.44
científica	20920	45.43
banco	20897	45.38
resolver	20877	45.34
I	20877	45.34
mecanismos	20861	45.3
ciertos	20849	45.28
pasaba	20840	45.26
universidad	20833	45.24
múltiples	20825	45.23
Javier	20821	45.22
sucede	20819	45.21
inteligencia	20817	45.21
hubiese	20805	45.18
Seguridad	20802	45.18
cifras	20798	45.17
vacío	20779	45.13
ruido	20773	45.11
responsables	20767	45.1
aprendizaje	20752	45.07
hice	20744	45.05
elemento	20736	45.03
secreto	20731	45.02
extraño	20729	45.02
adolescentes	20707	44.97
azúcar	20695	44.94
ganado	20679	44.91
intento	20664	44.88
volumen	20654	44.85
documentos	20653	44.85
Estamos	20653	44.85
C	20630	44.8
actos	20616	44.77
recuperación	20604	44.75
auto	20604	44.75
explicar	20586	44.71
herramientas	20578	44.69
acá	20575	44.68
pretende	20573	44.68
establece	20560	44.65
capítulo	20545	44.62
comunicado	20544	44.61
minuto	20540	44.61
pieza	20504	44.53
deporte	20496	44.51
comprender	20468	44.45
costa	20466	44.45
continuación	20454	44.42
tecnologías	20453	44.42
hacían	20445	44.4
Tampoco	20427	44.36
eeh	20424	44.35
estrellas	20424	44.35
vale	20423	44.35
conocimientos	20410	44.32
vivienda	20397	44.3
aproximadamente	20394	44.29
Vamos	20393	44.29
masa	20392	44.28
playa	20391	44.28
opciones	20389	44.28
70	20381	44.26
moral	20375	44.25
puesta	20368	44.23
ojo	20345	44.18
negra	20336	44.16
Bolivia	20330	44.15
producir	20316	44.12
continuar	20314	44.12
publicado	20308	44.1
pedir	20300	44.08
Finalmente	20298	44.08
chico	20295	44.07
Daniel	20293	44.07
fuertes	20287	44.06
Rafael	20286	44.05
llegan	20272	44.02
mío	20265	44.01
titular	20261	44.0
alcohol	20244	43.96
mezcla	20244	43.96
Alberto	20219	43.91
riesgos	20217	43.9
siguió	20216	43.9
puestos	20166	43.79
caja	20165	43.79
resistencia	20155	43.77
ninguno	20154	43.77
Ejecutivo	20153	43.77
tierras	20144	43.75
flores	20143	43.74
alcalde	20128	43.71
legal	20127	43.71
ocurrido	20113	43.68
declaraciones	20101	43.65
probablemente	20097	43.64
colaboración	20081	43.61
trabaja	20065	43.57
estuviera	20043	43.53
mostró	20043	43.53
duro	20035	43.51
límites	20027	43.49
parque	20024	43.49
contenidos	20023	43.48
entidades	20002	43.44
infantil	19976	43.38
Costa	19968	43.36
plata	19962	43.35
sombra	19961	43.35
paredes	19960	43.35
poesía	19953	43.33
teniendo	19926	43.27
perdió	19918	43.26
entró	19878	43.17
víctima	19876	43.16
expresó	19876	43.16
corresponde	19875	43.16
pared	19872	43.16
considerar	19858	43.12
vestido	19837	43.08
habitual	19825	43.05
productores	19806	43.01
universo	19806	43.01
preocupación	19800	43.0
operaciones	19787	42.97
hambre	19786	42.97
generales	19782	42.96
Jesús	19780	42.96
oficiales	19780	42.96
organismos	19779	42.95
alegría	19777	42.95
Uruguay	19773	42.94
tareas	19763	42.92
amiga	19751	42.89
Diego	19743	42.88
vidas	19721	42.83
diciendo	19713	42.81
hará	19709	42.8
ciclo	19706	42.79
directo	19700	42.78
ventaja	19698	42.78
oído	19692	42.76
empleados	19689	42.76
Teatro	19687	42.75
resolución	19678	42.73
p	19659	42.69
Cámara	19637	42.64
amenaza	19608	42.58
instrumentos	19605	42.58
matrimonio	19587	42.54
dijeron	19579	42.52
pintura	19555	42.47
doce	19550	42.46
factor	19511	42.37
consiste	19504	42.36
Andrés	19503	42.35
plano	19480	42.3
inicial	19454	42.25
cuanto	19442	42.22
definitiva	19439	42.21
perro	19418	42.17
corrupción	19414	42.16
chicos	19396	42.12
capaces	19385	42.1
privada	19383	42.09
XX	19379	42.08
disfrutar	19373	42.07
2015	19371	42.07
ciertas	19370	42.06
Plan	19367	42.06
abuelo	19358	42.04
periodistas	19353	42.03
quince	19322	41.96
municipio	19320	41.96
necesaria	19312	41.94
genera	19307	41.93
vienen	19306	41.93
pan	19300	41.91
depende	19299	41.91
Corte	19294	41.9
muestran	19273	41.85
complejo	19269	41.85
textos	19266	41.84
regional	19254	41.81
diagnóstico	19245	41.79
recuperar	19231	41.76
Alejandro	19216	41.73
Museo	19195	41.68
Don	19184	41.66
observar	19184	41.66
voces	19183	41.66
salón	19168	41.63
decidido	19149	41.58
29	19126	41.53
Gracias	19125	41.53
quedar	19069	41.41
jardín	19053	41.38
destacó	19050	41.37
declaró	19049	41.37
hago	19042	41.35
salvo	19030	41.33
Roberto	19013	41.29
amplia	18994	41.25
compartir	18966	41.19
económicas	18959	41.17
cierre	18953	41.16
iglesia	18952	41.16
constituye	18946	41.14
síntomas	18944	41.14
garantizar	18942	41.14
infancia	18924	41.1
conservación	18912	41.07
personales	18906	41.06
miembro	18893	41.03
accidente	18868	40.97
deberá	18867	40.97
seguido	18864	40.97
convierte	18859	40.96
cuentan	18831	40.89
fueran	18810	40.85
individuos	18800	40.83
breve	18797	40.82
potencial	18788	40.8
31	18780	40.78
estaría	18780	40.78
di	18766	40.75
parecido	18755	40.73
revolución	18752	40.72
supo	18737	40.69
gustaría	18728	40.67
ofrecer	18723	40.66
Incluso	18716	40.64
motivos	18708	40.63
discusión	18699	40.61
antiguo	18697	40.6
suelen	18690	40.59
aparición	18690	40.59
silla	18681	40.57
vehículo	18681	40.57
fotografía	18673	40.55
tradicionales	18652	40.51
responder	18648	40.5
hayan	18646	40.49
dientes	18632	40.46
nación	18631	40.46
aumentar	18629	40.46
completa	18618	40.43
1999	18616	40.43
medicamentos	18614	40.42
observa	18594	40.38
pensé	18592	40.38
Ahí	18591	40.37
sueños	18587	40.36
estén	18582	40.35
alcance	18580	40.35
nació	18578	40.34
formar	18566	40.32
sitios	18554	40.29
escuelas	18552	40.29
Soy	18549	40.28
ideal	18546	40.28
internet	18545	40.27
R	18544	40.27
os	18542	40.27
diversidad	18535	40.25
figuras	18534	40.25
2014	18526	40.23
dejando	18513	40.2
rey	18512	40.2
Ante	18506	40.19
números	18494	40.16
90	18487	40.15
relato	18481	40.13
profesores	18477	40.13
permitió	18473	40.12
actuar	18446	40.06
restaurante	18445	40.06
analizar	18442	40.05
actuales	18432	40.03
compañero	18419	40.0
corriente	18419	40.0
esquina	18400	39.96
periódico	18380	39.91
votos	18371	39.9
estadio	18367	39.89
